,match
9697,NA1_4026230057
9698,NA1_4026188512
9699,NA1_4026157021
9700,NA1_4024833469
9701,NA1_4024773631
9702,NA1_4024833365
9703,NA1_4024763594
9704,NA1_4024833184
9705,NA1_4024832614
9706,NA1_4024832528
9707,NA1_4024832471
9708,NA1_4024832444
9709,NA1_4024832433
9710,NA1_4024832413
9711,NA1_4024832374
9712,NA1_4024882291
9713,NA1_4024832312
9714,NA1_4024832258
9715,NA1_4022253854
9716,NA1_4022262234
9717,NA1_4013789818
9718,NA1_4089244860
9719,NA1_4089250205
9720,NA1_4089184506
9721,NA1_4089141748
9722,NA1_4089094690
9723,NA1_4089111157
9724,NA1_4089008949
9725,NA1_4089025588
9726,NA1_4089061981
9727,NA1_4089011292
9728,NA1_4088997043
9729,NA1_4088659669
9730,NA1_4088681989
9731,NA1_4088616347
9732,NA1_4088558846
9733,NA1_4088532357
9734,NA1_4088475564
9735,NA1_4088442405
9736,NA1_4088416684
9737,NA1_4088385452
9738,NA1_4088359115
9739,NA1_4088230946
9740,NA1_4085012766
9741,NA1_4084958143
9742,NA1_4081497328
9743,NA1_4079856863
9744,NA1_4079833152
9745,NA1_4079767259
9746,NA1_4079772044
9747,NA1_4050612659
9748,NA1_4050238725
9749,NA1_4050275807
9750,NA1_4050282079
9751,NA1_4050168886
9752,NA1_4050183471
9753,NA1_4050170852
9754,NA1_4050058492
9755,NA1_4050074335
9756,NA1_4050071060
9757,NA1_4049788902
9758,NA1_4049735771
9759,NA1_4049740420
9760,NA1_4049225784
9761,NA1_4049183981
9762,NA1_4049170813
9763,NA1_4049107679
9764,NA1_4049153070
9765,NA1_4049059426
9766,NA1_4049090402
9767,NA1_4048977135
9768,NA1_4048962604
9769,NA1_4048915504
9770,NA1_4048940711
9771,NA1_4048885738
9772,NA1_4048863213
9773,NA1_4048758409
9774,NA1_4048793804
9775,NA1_4048759891
9776,NA1_4048727213
9777,NA1_4048724147
9778,NA1_4048557295
9779,NA1_4048545533
9780,NA1_4048591640
9781,NA1_4048580255
9782,NA1_4048518585
9783,NA1_4048506325
9784,NA1_4044617707
9785,NA1_4044566115
9786,NA1_4044393217
9787,NA1_4044279175
9788,NA1_4044257267
9789,NA1_4044204476
9790,NA1_4044139381
9791,NA1_4044164728
9792,NA1_4044099036
9793,NA1_4044086959
9794,NA1_4042912226
9795,NA1_4042627002
9796,NA1_4041740618
9797,NA1_4041137525
9798,NA1_4041155623
9799,NA1_4041144042
9800,NA1_4040630894
9801,NA1_4040585882
9802,NA1_4040230284
9803,NA1_4040156323
9804,NA1_4040118417
9805,NA1_4039033826
9806,NA1_4039043263
9807,NA1_4039031918
9808,NA1_4039020529
9809,NA1_4036027457
9810,NA1_4036072560
9811,NA1_4036040951
9812,NA1_4036004352
9813,NA1_4035615609
9814,NA1_4035630994
9815,NA1_4035577052
9816,NA1_4035534585
9817,NA1_4035180827
9818,NA1_4079909592
9819,NA1_4078177478
9820,NA1_4076022669
9821,NA1_4075945348
9822,NA1_4075931866
9823,NA1_4075848082
9824,NA1_4075825170
9825,NA1_4075832656
9826,NA1_4075816933
9827,NA1_4010690463
9828,NA1_3973643276
9829,NA1_3960135981
9830,NA1_3955716029
9831,NA1_3955662465
9832,NA1_3947156236
9833,NA1_3941443158
9834,NA1_3908805337
9835,NA1_3908802618
9836,NA1_3891949305
9837,NA1_3889522335
9838,NA1_3889521835
9839,NA1_3885874600
9840,NA1_3885922317
9841,NA1_3885910565
9842,NA1_3885808903
9843,NA1_3885815177
9844,NA1_3885832246
9845,NA1_3885810466
9846,NA1_3885766569
9847,NA1_3885782486
9848,NA1_3884539769
9849,NA1_3882991451
9850,NA1_3882395825
9851,NA1_3880697604
9852,NA1_3880697280
9853,NA1_3880697001
9854,NA1_3880965389
9855,NA1_3881874639
9856,NA1_3881873298
9857,NA1_3881757976
9858,NA1_3881734260
9859,NA1_3879574881
9860,NA1_3878362593
9861,NA1_3875945897
9862,NA1_3872993881
9863,NA1_3872106467
9864,NA1_3866704690
9865,NA1_3848571544
9866,NA1_3846602923
9867,NA1_3832914072
9868,NA1_3832912110
9869,NA1_3830228210
9870,NA1_3829328996
9871,NA1_3829341347
9872,NA1_3829317304
9873,NA1_3814743745
9874,NA1_3809812839
9875,NA1_3809711017
9876,NA1_3809653381
9877,NA1_3809557402
9878,NA1_3809441350
9879,NA1_3808788087
9880,NA1_3808782656
9881,NA1_3808183968
9882,NA1_3807939495
9883,NA1_3803116766
9884,NA1_3803061847
9885,NA1_3802061291
9886,NA1_3799039657
9887,NA1_3798975962
9888,NA1_3794042393
9889,NA1_3792708458
9890,NA1_3792284070
9891,NA1_3789308924
9892,NA1_3789045999
9893,NA1_3789041053
9894,NA1_3788977004
9895,NA1_3786497273
9896,NA1_3785338056
9897,NA1_3785309037
9898,NA1_3785285037
9899,NA1_3785300775
9900,NA1_3783884815
9901,NA1_3783328050
9902,NA1_3780919757
9903,NA1_3779831927
9904,NA1_3779765817
9905,NA1_3779760522
9906,NA1_3779675338
9907,NA1_3777860992
9908,NA1_3777797252
9909,NA1_3776897028
9910,NA1_3776842095
9911,NA1_3776755411
9912,NA1_3776790894
9913,NA1_3776665982
9914,NA1_3776632753
9915,NA1_3776111763
9916,NA1_3776054836
9917,NA1_3775954497
9918,
9919,NA1_3990901005
9920,NA1_3983773115
9921,NA1_3976580980
9922,NA1_3941799730
9923,NA1_3933834781
9924,NA1_3886827428
9925,NA1_3881579812
9926,NA1_3881334972
9927,NA1_3729169523
9928,{status:
9929,{message:
9930,Bad
9931,Request
9932,-
9933,Exception
9934,decrypting
9935,nan
9936,status_code:
9937,400}}
9938,
9939,NA1_4064537369
9940,NA1_4061038231
9941,NA1_4049834763
9942,NA1_4045121357
9943,NA1_4040454801
9944,NA1_4040481153
9945,NA1_4040450403
9946,NA1_4039582143
9947,NA1_4038477988
9948,NA1_4038506112
9949,NA1_4038424919
9950,NA1_4037699184
9951,NA1_4037705402
9952,NA1_4037753222
9953,NA1_4032731262
9954,NA1_4032688786
9955,NA1_4029378942
9956,NA1_4027724596
9957,NA1_4027622909
9958,NA1_4025833274
9959,NA1_4024649832
9960,NA1_4024578115
9961,NA1_4020632216
9962,NA1_4019914011
9963,NA1_4019708145
9964,NA1_4017156952
9965,NA1_4017144578
9966,NA1_4016621111
9967,NA1_4013823958
9968,NA1_4011977705
9969,NA1_4010929736
9970,NA1_4008983567
9971,NA1_4007825932
9972,NA1_4006659774
9973,NA1_4006076723
9974,NA1_4000514643
9975,NA1_3998676132
9976,NA1_3997645200
9977,NA1_3993685938
9978,NA1_3990463613
9979,NA1_3990471095
9980,NA1_3990458002
9981,NA1_3989947434
9982,NA1_3988238188
9983,NA1_3988205422
9984,NA1_3987263671
9985,NA1_3987236352
9986,NA1_3985779492
9987,NA1_3985781454
9988,NA1_3982778377
9989,NA1_3979416448
9990,NA1_3978116295
9991,NA1_3978104349
9992,NA1_3978022439
9993,NA1_3978008451
9994,NA1_3971793844
9995,NA1_3971782093
9996,NA1_3971528605
9997,NA1_3970833205
9998,NA1_3970789379
9999,NA1_3970777346
10000,NA1_3969681559
10001,NA1_3969355415
10002,NA1_3969342355
10003,NA1_3968556022
10004,NA1_3968383739
10005,NA1_3967845105
10006,NA1_3966796913
10007,NA1_3966582911
10008,NA1_3966157966
10009,NA1_3965467069
10010,NA1_3964490111
10011,NA1_3960226547
10012,NA1_3960198670
10013,NA1_3959822507
10014,NA1_3959800478
10015,NA1_3959709469
10016,NA1_3955061117
10017,NA1_3955019376
10018,NA1_3954982300
10019,NA1_3954897759
10020,NA1_3954195527
10021,NA1_3953019821
10022,NA1_3952335512
10023,NA1_3952214332
10024,NA1_3952221976
10025,NA1_3952099535
10026,NA1_3951809076
10027,NA1_3950450231
10028,NA1_3949632251
10029,NA1_3949562691
10030,NA1_3948205480
10031,NA1_3947287472
10032,NA1_3947146120
10033,NA1_3946227560
10034,NA1_3946141572
10035,NA1_3945066150
10036,NA1_3944208247
10037,NA1_3943906305
10038,NA1_3943808419
10039,NA1_4089083041
10040,NA1_4089100084
10041,NA1_4089037423
10042,NA1_4089030594
10043,NA1_4088949212
10044,NA1_4088966335
10045,NA1_4088955095
10046,NA1_4088944422
10047,NA1_4088933460
10048,NA1_4088929655
10049,NA1_4088889680
10050,NA1_4088929746
10051,NA1_4088886434
10052,NA1_4088894361
10053,NA1_4088893464
10054,NA1_4088354789
10055,NA1_4088360805
10056,NA1_4088299328
10057,NA1_4088276939
10058,NA1_4088191382
10059,NA1_4088139579
10060,NA1_4088099073
10061,NA1_4088106580
10062,NA1_4088153333
10063,NA1_4088151875
10064,NA1_4087018390
10065,NA1_4087026862
10066,NA1_4087074807
10067,NA1_4087034584
10068,NA1_4087004859
10069,NA1_4087071718
10070,NA1_4087050437
10071,NA1_4086919600
10072,NA1_4086936888
10073,NA1_4086523324
10074,NA1_4086469363
10075,NA1_4086446429
10076,NA1_4086463748
10077,NA1_4086334563
10078,NA1_4086269873
10079,NA1_4086216593
10080,NA1_4086254128
10081,NA1_4086212563
10082,NA1_4086039466
10083,NA1_4086018181
10084,NA1_4086020981
10085,NA1_4085926336
10086,NA1_4085515033
10087,NA1_4085531902
10088,NA1_4085469457
10089,NA1_4085472663
10090,NA1_4085429084
10091,NA1_4085417014
10092,NA1_4085383560
10093,NA1_4085307195
10094,NA1_4085314993
10095,NA1_4085352998
10096,NA1_4085229008
10097,NA1_4084828805
10098,NA1_4084814054
10099,NA1_4084773158
10100,NA1_4084711537
10101,NA1_4084527801
10102,NA1_4084524487
10103,NA1_4084530939
10104,NA1_4084509829
10105,NA1_4084406545
10106,NA1_4084423646
10107,NA1_4084331933
10108,NA1_4084269660
10109,NA1_4084277430
10110,NA1_4084265738
10111,NA1_4084312841
10112,NA1_4084292213
10113,NA1_4084261257
10114,NA1_4084238206
10115,NA1_4084177966
10116,NA1_4084186211
10117,NA1_4084233703
10118,NA1_4083649483
10119,NA1_4083474560
10120,NA1_4083442791
10121,NA1_4083451475
10122,NA1_4083400962
10123,NA1_4083396363
10124,NA1_4083395670
10125,NA1_4083382810
10126,NA1_4083328870
10127,NA1_4083307623
10128,NA1_4083316802
10129,NA1_4082969568
10130,NA1_4082947879
10131,NA1_4082930353
10132,NA1_4082857037
10133,NA1_4082873468
10134,NA1_4082609245
10135,NA1_4082585189
10136,NA1_4082592972
10137,NA1_4082601218
10138,NA1_4082529031
10139,NA1_4089169210
10140,NA1_4089175076
10141,NA1_4089190489
10142,NA1_4089087591
10143,NA1_4088317590
10144,NA1_4088352744
10145,NA1_4088310147
10146,NA1_4088296916
10147,NA1_4087199250
10148,NA1_4087216609
10149,NA1_4087204791
10150,NA1_4087211936
10151,NA1_4086629556
10152,NA1_4086635435
10153,NA1_4086586793
10154,NA1_4086434618
10155,NA1_4086451452
10156,NA1_4086406659
10157,NA1_4086403537
10158,NA1_4086257750
10159,NA1_4086231732
10160,NA1_4086188001
10161,NA1_4086136509
10162,NA1_4086154193
10163,NA1_4086162557
10164,NA1_4085726260
10165,NA1_4085720129
10166,NA1_4085644064
10167,NA1_4085608721
10168,NA1_4085633003
10169,NA1_4085629903
10170,NA1_4085489133
10171,NA1_4085467238
10172,NA1_4085483661
10173,NA1_4084833149
10174,NA1_4084759364
10175,NA1_4084746284
10176,NA1_4084723365
10177,NA1_4084710280
10178,NA1_4084505411
10179,NA1_4083885446
10180,NA1_4083852870
10181,NA1_4083796898
10182,NA1_4083641526
10183,NA1_4083607461
10184,NA1_4083584258
10185,NA1_4083579791
10186,NA1_4081906387
10187,NA1_4081852919
10188,NA1_4081697527
10189,NA1_4081703628
10190,NA1_4081710113
10191,NA1_4080860644
10192,NA1_4080746649
10193,NA1_4080719463
10194,NA1_4080686343
10195,NA1_4079094005
10196,NA1_4079079938
10197,NA1_4078854535
10198,NA1_4078869976
10199,NA1_4078813935
10200,NA1_4078661312
10201,NA1_4078575029
10202,NA1_4078610726
10203,NA1_4078538509
10204,NA1_4078525921
10205,NA1_4075833407
10206,NA1_4075819950
10207,NA1_4075756477
10208,NA1_4075793462
10209,NA1_4075780280
10210,NA1_4075737426
10211,NA1_4075011231
10212,NA1_4074919486
10213,NA1_4074975132
10214,NA1_4073343584
10215,NA1_4073258036
10216,NA1_4073290721
10217,NA1_4072986158
10218,NA1_4072902954
10219,NA1_4072930120
10220,NA1_4072857136
10221,NA1_4072834205
10222,NA1_4072811988
10223,NA1_4072788751
10224,NA1_4072805313
10225,NA1_4072783746
10226,NA1_4072239907
10227,NA1_4072167324
10228,NA1_4072136343
10229,NA1_4072122985
10230,NA1_4072108928
10231,NA1_4072056845
10232,NA1_4071414165
10233,NA1_4071138204
10234,NA1_4071204159
10235,NA1_4071172037
10236,NA1_4068866106
10237,NA1_4068667473
10238,NA1_4068672462
10239,{status:
10240,{message:
10241,Bad
10242,Request
10243,-
10244,Exception
10245,decrypting
10246,nan
10247,status_code:
10248,400}}
10249,NA1_4087881525
10250,NA1_4085138082
10251,NA1_4084809656
10252,NA1_4083915443
10253,NA1_4083931696
10254,NA1_4083889144
10255,NA1_4083827299
10256,NA1_4083079891
10257,NA1_4083043329
10258,NA1_4083001837
10259,NA1_4082949051
10260,NA1_4082155681
10261,NA1_4082190885
10262,NA1_4077357967
10263,NA1_4077324920
10264,NA1_4077370966
10265,NA1_4076134254
10266,NA1_4075164650
10267,NA1_4073334114
10268,NA1_4073001503
10269,NA1_4072748561
10270,NA1_4071676495
10271,NA1_4071650557
10272,NA1_4071500678
10273,NA1_4071426220
10274,NA1_4071373441
10275,NA1_4071370636
10276,NA1_4071127469
10277,NA1_4070709625
10278,NA1_4070657586
10279,NA1_4070692722
10280,NA1_4070579004
10281,NA1_4070602885
10282,NA1_4070438027
10283,NA1_4070433678
10284,NA1_4070368611
10285,NA1_4069099734
10286,NA1_4069048277
10287,NA1_4068853281
10288,NA1_4068697907
10289,NA1_4068674547
10290,NA1_4068043092
10291,NA1_4068031425
10292,NA1_4067939002
10293,NA1_4067946280
10294,NA1_4067856401
10295,NA1_4067871073
10296,NA1_4067079527
10297,NA1_4067087088
10298,NA1_4066857887
10299,NA1_4066748105
10300,NA1_4066773876
10301,NA1_4066445865
10302,NA1_4066502320
10303,NA1_4065928776
10304,NA1_4065875232
10305,NA1_4065749649
10306,NA1_4065772103
10307,NA1_4065030531
10308,NA1_4064966928
10309,NA1_4064903177
10310,NA1_4062171508
10311,NA1_4062106969
10312,NA1_4061561481
10313,NA1_4061294503
10314,NA1_4061243951
10315,NA1_4061129089
10316,NA1_4061180414
10317,NA1_4061068118
10318,NA1_4061091612
10319,NA1_4061036746
10320,NA1_4060801068
10321,NA1_4060756971
10322,NA1_4060650296
10323,NA1_4059511630
10324,NA1_4059281460
10325,NA1_4059228052
10326,NA1_4059233789
10327,NA1_4058850860
10328,NA1_4058333605
10329,NA1_4058279207
10330,NA1_4058303480
10331,NA1_4058248573
10332,NA1_4058213446
10333,NA1_4057857759
10334,NA1_4057890863
10335,NA1_4057777678
10336,NA1_4057481730
10337,NA1_4057456588
10338,NA1_4057471929
10339,NA1_4057132433
10340,NA1_4056957638
10341,NA1_4057002310
10342,NA1_4056828256
10343,NA1_4056580984
10344,NA1_4056558707
10345,NA1_4056345383
10346,NA1_4056299365
10347,NA1_4056293701
10348,NA1_4055765983
10349,LA2_1101388597
10350,LA2_1101436388
10351,LA2_1101386867
10352,LA2_1101193095
10353,LA2_1101146755
10354,LA2_1101171988
10355,LA2_1101119299
10356,LA2_1101124330
10357,LA2_1101034303
10358,LA2_1101007969
10359,LA2_1101003673
10360,LA2_1100979883
10361,LA2_1100884284
10362,LA2_1100880749
10363,LA2_1100847726
10364,LA2_1100776183
10365,LA2_1100764940
10366,LA2_1100753008
10367,LA2_1100739996
10368,LA2_1100737045
10369,LA2_1100640876
10370,LA2_1100546949
10371,LA2_1100513993
10372,LA2_1100520867
10373,LA2_1100506061
10374,LA2_1100493532
10375,LA2_1100500445
10376,LA2_1100465689
10377,LA2_1100370961
10378,LA2_1100360295
10379,LA2_1100347638
10380,LA2_1100315228
10381,LA2_1100309432
10382,LA2_1100287876
10383,LA2_1100224738
10384,LA2_1100221593
10385,LA2_1100188016
10386,LA2_1100174712
10387,LA2_1100160468
10388,LA2_1100127154
10389,LA2_1100069872
10390,LA2_1100007483
10391,LA2_1100020840
10392,LA2_1099976946
10393,LA2_1099981713
10394,LA2_1099909287
10395,LA2_1099874373
10396,LA2_1099743438
10397,LA2_1099740283
10398,LA2_1099535129
10399,LA2_1099532589
10400,LA2_1099509278
10401,LA2_1099505918
10402,LA2_1099484074
10403,LA2_1099333546
10404,LA2_1099318057
10405,LA2_1099076089
10406,LA2_1098884950
10407,LA2_1098872076
10408,LA2_1098839969
10409,LA2_1098836584
10410,LA2_1098833622
10411,LA2_1098795975
10412,LA2_1098759774
10413,LA2_1098746722
10414,LA2_1098744182
10415,LA2_1098740130
10416,LA2_1098648629
10417,LA2_1098256545
10418,LA2_1098241587
10419,LA2_1098217072
10420,LA2_1098111723
10421,LA2_1098087712
10422,LA2_1098085843
10423,LA2_1097917631
10424,LA2_1097913840
10425,LA2_1097877649
10426,LA2_1097873476
10427,LA2_1097858382
10428,LA2_1097824618
10429,LA2_1097700024
10430,LA2_1097616574
10431,LA2_1097455932
10432,LA2_1097399190
10433,LA2_1097404105
10434,LA2_1097279321
10435,LA2_1097276695
10436,LA2_1097273819
10437,LA2_1097025819
10438,LA2_1097003448
10439,LA2_1097011431
10440,LA2_1096858607
10441,LA2_1096813035
10442,LA2_1096799506
10443,LA2_1096733046
10444,LA2_1096687138
10445,LA2_1096693490
10446,LA2_1096649974
10447,LA2_1096666915
10448,LA2_1096445039
10449,NA1_3802832767
10450,NA1_4089335186
10451,NA1_4089300492
10452,NA1_4089225738
10453,NA1_4089222552
10454,NA1_4088414335
10455,NA1_4088420536
10456,NA1_4088356135
10457,NA1_4088333567
10458,NA1_4088268992
10459,NA1_4088256734
10460,NA1_4088243239
10461,NA1_4088208501
10462,NA1_4088216262
10463,NA1_4087554422
10464,NA1_4087571127
10465,NA1_4087488579
10466,NA1_4087179152
10467,NA1_4086214664
10468,NA1_4086222356
10469,NA1_4086139560
10470,NA1_4084337870
10471,NA1_4084334847
10472,NA1_4084362838
10473,NA1_4084350973
10474,NA1_4075316557
10475,NA1_4075272616
10476,NA1_4075228029
10477,NA1_4056429344
10478,NA1_4056439796
10479,NA1_4056398507
10480,NA1_4056377717
10481,NA1_4056424999
10482,NA1_4055583299
10483,NA1_4051975043
10484,NA1_4051971051
10485,NA1_4051966771
10486,NA1_4050782435
10487,NA1_4050765690
10488,NA1_4050771690
10489,NA1_4050704768
10490,NA1_4049867513
10491,NA1_4049843689
10492,NA1_4049737115
10493,NA1_4049763970
10494,NA1_4049761620
10495,NA1_4049711643
10496,NA1_4049094769
10497,NA1_4049050102
10498,NA1_4048905452
10499,NA1_4048888515
10500,NA1_4048762152
10501,NA1_4048748130
10502,NA1_4032857910
10503,NA1_4032812651
10504,NA1_4032788668
10505,NA1_4031618874
10506,NA1_4031670189
10507,NA1_4031519041
10508,NA1_4031484244
10509,NA1_4029633855
10510,NA1_4029469671
10511,NA1_4029485316
10512,NA1_4029151590
10513,NA1_4028461094
10514,NA1_4028425386
10515,NA1_4028423490
10516,NA1_4028449993
10517,NA1_4028124613
10518,NA1_4028059712
10519,NA1_4027498739
10520,NA1_4027527383
10521,NA1_4026899897
10522,NA1_4026795895
10523,NA1_4026483755
10524,NA1_4026461042
10525,NA1_4026428313
10526,NA1_4026346411
10527,NA1_4026296603
10528,NA1_4026004141
10529,NA1_4025951723
10530,NA1_4025935615
10531,NA1_4025874283
10532,NA1_4025889857
10533,NA1_4025843638
10534,NA1_4025428822
10535,NA1_4025446303
10536,NA1_4025395997
10537,NA1_4025384915
10538,NA1_4025432108
10539,NA1_4025376585
10540,NA1_4025355031
10541,NA1_4024302201
10542,NA1_4024291437
10543,NA1_4022084768
10544,NA1_4022022525
10545,NA1_4021099871
10546,NA1_4021073026
10547,NA1_4021010021
10548,NA1_4019890555
10549,NA1_4019846937
10550,NA1_4083093995
10551,NA1_4082586396
10552,NA1_4082603091
10553,NA1_4082549074
10554,NA1_4082260080
10555,NA1_4082174681
10556,NA1_4081587037
10557,NA1_4081562880
10558,NA1_4080987280
10559,NA1_4080954048
10560,NA1_4080917428
10561,NA1_4077350358
10562,NA1_4077305384
10563,NA1_4077159602
10564,NA1_4077136718
10565,NA1_4077123668
10566,NA1_4077067879
10567,NA1_4074531624
10568,NA1_4074369512
10569,NA1_4074380999
10570,NA1_4074211321
10571,NA1_4074052944
10572,NA1_4074029928
10573,NA1_4073876538
10574,NA1_4072945184
10575,NA1_4072922333
10576,NA1_4072878478
10577,NA1_4072366055
10578,NA1_4072361370
10579,NA1_4072296680
10580,NA1_4072292106
10581,NA1_4072188061
10582,NA1_4064084343
10583,NA1_4063914601
10584,NA1_4063891385
10585,NA1_4063067297
10586,NA1_4062740359
10587,NA1_4062566012
10588,NA1_4061019465
10589,NA1_4061022493
10590,NA1_4060928900
10591,NA1_4060944374
10592,NA1_4060877459
10593,NA1_4060843290
10594,NA1_4060835701
10595,NA1_4060812983
10596,NA1_4060771053
10597,NA1_4060736046
10598,NA1_4060712035
10599,NA1_4060668366
10600,NA1_4060665220
10601,NA1_4059930500
10602,NA1_4059880442
10603,NA1_4027794275
10604,NA1_4027770309
10605,NA1_4027736008
10606,NA1_4013178040
10607,NA1_4013143062
10608,NA1_4013160171
10609,NA1_4013078196
10610,NA1_4013103458
10611,NA1_4013061390
10612,NA1_4013046468
10613,NA1_4013054549
10614,NA1_3955441221
10615,NA1_3955426248
10616,NA1_3955423405
10617,NA1_3953154246
10618,NA1_3953161233
10619,NA1_3953088077
10620,NA1_3926185651
10621,NA1_3926171490
10622,NA1_3924751126
10623,NA1_3924679533
10624,NA1_3922317222
10625,NA1_3922254211
10626,NA1_3922311509
10627,NA1_3922239077
10628,NA1_3922204873
10629,NA1_3922231986
10630,NA1_3921259278
10631,NA1_3921235589
10632,NA1_3921203288
10633,NA1_3921199562
10634,NA1_3921185954
10635,NA1_3921152719
10636,NA1_3920089997
10637,NA1_3920020004
10638,NA1_3919996669
10639,NA1_3919980501
10640,NA1_3919921800
10641,NA1_3919829730
10642,NA1_3919808222
10643,NA1_3919853946
10644,NA1_3913889331
10645,NA1_3913865728
10646,NA1_3913882226
10647,NA1_3913809610
10648,NA1_3913796378
10649,NA1_3913832623
10650,{status:
10651,{message:
10652,Bad
10653,Request
10654,-
10655,Exception
10656,decrypting
10657,nan
10658,status_code:
10659,400}}
10660,NA1_4088887272
10661,NA1_4088924900
10662,NA1_4088307381
10663,NA1_4088360336
10664,NA1_4088016583
10665,NA1_4087986500
10666,NA1_4088005276
10667,NA1_4087994092
10668,NA1_4087937669
10669,NA1_4087647098
10670,NA1_4087644391
10671,NA1_4087601239
10672,NA1_4087209713
10673,NA1_4087166440
10674,NA1_4087203664
10675,NA1_4087001265
10676,NA1_4086896128
10677,NA1_4086068411
10678,NA1_4086076787
10679,NA1_4086084875
10680,NA1_4086017868
10681,NA1_4086045643
10682,NA1_4086032920
10683,NA1_4085864140
10684,NA1_4085849362
10685,NA1_4085817241
10686,NA1_4085834664
10687,NA1_4085784032
10688,NA1_4085780306
10689,NA1_4085746306
10690,NA1_4085298818
10691,NA1_4085305840
10692,NA1_4085332336
10693,NA1_4085139617
10694,NA1_4085136419
10695,NA1_4085092663
10696,NA1_4085047932
10697,NA1_4085033991
10698,NA1_4084421224
10699,NA1_4084360268
10700,NA1_4084143886
10701,NA1_4084113756
10702,NA1_4083997655
10703,NA1_4084004289
10704,NA1_4084011714
10705,NA1_4083894401
10706,NA1_4083950129
10707,NA1_4083867271
10708,NA1_4083835185
10709,NA1_4083831317
10710,NA1_4083358583
10711,NA1_4083227826
10712,NA1_4083217471
10713,NA1_4083124554
10714,NA1_4083121564
10715,NA1_4083087003
10716,NA1_4083073936
10717,NA1_4083060101
10718,NA1_4082289342
10719,NA1_4082297743
10720,NA1_4082334106
10721,NA1_4081920907
10722,NA1_4081638597
10723,NA1_4081705285
10724,NA1_4081673264
10725,NA1_4081710084
10726,NA1_4081549352
10727,NA1_4081350287
10728,NA1_4081259312
10729,NA1_4081267151
10730,NA1_4081295365
10731,NA1_4081274357
10732,NA1_4081168727
10733,NA1_4081154954
10734,NA1_4081131952
10735,NA1_4081084785
10736,NA1_4081070199
10737,NA1_4080965017
10738,NA1_4080858401
10739,NA1_4080377650
10740,NA1_4080357286
10741,NA1_4080114942
10742,NA1_4080079106
10743,NA1_4080044734
10744,NA1_4079872593
10745,NA1_4079828003
10746,NA1_4079793787
10747,NA1_4079460942
10748,NA1_4079388927
10749,NA1_4078296072
10750,NA1_4078344880
10751,NA1_4078344000
10752,NA1_4078313118
10753,NA1_4078312156
10754,NA1_4078340691
10755,NA1_4078248441
10756,NA1_4078255656
10757,NA1_4078068778
10758,NA1_4078055253
10759,NA1_4078019983
10760,NA1_4089173590
10761,NA1_4089140622
10762,NA1_4088444858
10763,NA1_4088376136
10764,NA1_4088338260
10765,NA1_4088344683
10766,NA1_4088221935
10767,NA1_4088181847
10768,NA1_4087189951
10769,NA1_4087058651
10770,NA1_4087076858
10771,NA1_4087017287
10772,NA1_4087006741
10773,NA1_4087023206
10774,NA1_4087022302
10775,NA1_4086576207
10776,NA1_4086563807
10777,NA1_4086548432
10778,NA1_4086507250
10779,NA1_4086310410
10780,NA1_4086161339
10781,NA1_4085209585
10782,NA1_4084162876
10783,NA1_4084123015
10784,NA1_4084151435
10785,NA1_4084131138
10786,NA1_4084129996
10787,NA1_4084097890
10788,NA1_4083350858
10789,NA1_4083330546
10790,NA1_4083298438
10791,NA1_4083268488
10792,NA1_4083294731
10793,NA1_4083303427
10794,NA1_4083273630
10795,NA1_4083311458
10796,NA1_4083261866
10797,NA1_4082465193
10798,NA1_4082454298
10799,NA1_4082453628
10800,NA1_4082472002
10801,NA1_4082432617
10802,NA1_4082450375
10803,NA1_4082379598
10804,NA1_4082377126
10805,NA1_4082329369
10806,NA1_4082327914
10807,NA1_4082307026
10808,NA1_4080335214
10809,NA1_4080323607
10810,NA1_4080341427
10811,NA1_4080340176
10812,NA1_4079530613
10813,NA1_4079529918
10814,NA1_4079489769
10815,NA1_4079436658
10816,NA1_4079454688
10817,NA1_4079452081
10818,NA1_4079471162
10819,NA1_4079430114
10820,NA1_4078261420
10821,NA1_4078198181
10822,NA1_4078185048
10823,NA1_4078201394
10824,NA1_4077572457
10825,NA1_4077571773
10826,NA1_4077570962
10827,NA1_4077520350
10828,NA1_4077468350
10829,NA1_4077466263
10830,NA1_4077514127
10831,NA1_4077452295
10832,NA1_4077450289
10833,NA1_4077388487
10834,NA1_4076402459
10835,NA1_4076381152
10836,NA1_4076269576
10837,NA1_4076297151
10838,NA1_4075534499
10839,NA1_4075494596
10840,NA1_4075474614
10841,NA1_4075522979
10842,NA1_4073739446
10843,NA1_4073757677
10844,NA1_4072629414
10845,NA1_4071679831
10846,NA1_4069998269
10847,NA1_4069966995
10848,NA1_4069945592
10849,NA1_4069983940
10850,NA1_4070001407
10851,NA1_4069990116
10852,NA1_4069828447
10853,NA1_4069841118
10854,NA1_4069303839
10855,NA1_4069254027
10856,NA1_4069283082
10857,NA1_4069282281
10858,NA1_4069180298
10859,NA1_4068174251
10860,NA1_4074474992
10861,NA1_4074386856
10862,NA1_4069376097
10863,NA1_4067808809
10864,NA1_4067813359
10865,NA1_4067055983
10866,NA1_4066999609
10867,NA1_4066993796
10868,NA1_4066879640
10869,NA1_4064714979
10870,NA1_4064721964
10871,NA1_4064667037
10872,NA1_4064653125
10873,NA1_4064329161
10874,NA1_4064295681
10875,NA1_4064310869
10876,NA1_4063248569
